ID	appareils_refrigerateur	appareils_machine_linge	appareils_seche_linge	appareils_lave_vaisselle	appareils_ordinateurs	nombre_voitures	travail_voiture	travail_moto	travail_transports_en_commun	travail_velo_marche	travail_train	transports_lents	transports_peu_accessibles	transports_peu_confortables	transports_peu_surs	transports_couteux	critere_origine	critere_biologique	achat_supermarche	achat_boutique	achat_reseaux_locaux	achat_marche	quotidien_lumieres	quotidien_machine_pleine	quotidien_lav_temperature	affirmations_terre_limitee	affirmations_env_modifiable	affirmations_desastre	affirmations_ingeniosite	affirmations_env_malmene	affirmations_droit	affirmations_crise_exageree	affirmations_crise_majeure	enjeu_climat	enjeu_air	enjeu_dechets	enjeu_eau	enjeu_disparition_especes	enjeu_pesticides	enjeu_centrales_nucleaires	enjeu_dechets_nucleaires	enjeu_ondes	actions_entreprises	actions_citoyens	actions_pouvoirs_publics	engagement_produits	engagement_impots	engagement_temps	politique_gauche_droite	habitat_TUU2014	demo_sexe	demo_diplome	demo_revenus	demo_age	ponderation
115	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	4	4	1	1	1	2	4	2	1	2	2	3	2	3	2	1	1	2	2	3	3	4	3	3	3	2	2	3	5	1	1	3	11	3	0.675728896383743
116	2	1	2	1	2	2	2	2	1	1	1	9	9	9	9	9	2	3	3	1	2	3	1	1	2	5	4	1	3	2	1	4	2	1	1	2	1	2	1	2	1	2	3	3	3	3	4	2	5	1	2	3	11	3	0.0294276981673076
117	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	1	1	3	3	3	3	1	2	2	1	4	1	3	1	1	4	1	1	1	1	1	2	1	3	3	2	3	3	3	2	3	1	4	1	2	4	12	2	0.543139800695414
118	2	1	1	1	3	2	2	2	1	2	2	9	9	9	9	9	3	3	3	1	4	3	4	4	4	2	2	2	1	2	1	4	1	3	2	3	2	2	3	2	2	1	3	3	3	3	3	2	6	5	1	3	88	1	3.7000752994591
119	2	1	2	2	1	2	1	2	2	2	2	9	9	9	9	9	2	3	2	1	4	2	1	1	3	5	4	1	2	2	1	4	1	1	1	1	2	2	1	2	2	4	3	3	3	3	4	1	1	5	1	1	3	3	1.38783150712668
120	2	1	2	2	1	2	2	2	1	2	1	9	9	9	9	9	2	2	2	1	4	3	1	1	1	2	3	1	3	1	2	3	1	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	6	1	2	2	8	2	0.832375490068899
121	2	1	2	2	1	1	2	2	1	2	2	9	9	9	9	9	3	3	1	3	4	3	1	1	2	1	2	1	3	1	1	4	1	2	2	2	1	1	2	1	2	3	3	2	3	2	4	2	6	5	2	3	4	1	0.674875392734079
122	2	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	2	2	2	3	3	4	1	3	1	4	4	4	4	4	1	4	1	2	2	2	2	2	2	2	2	4	3	3	3	2	4	2	4	1	1	3	11	4	0.512933295801848
123	3	1	2	1	1	4	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	1	1	2	2	3	2	5	2	1	5	5	2	1	3	2	1	2	3	3	3	3	3	3	1	3	2	5	0	2	4	88	3	0.346013638428024
124	3	1	1	1	1	3	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	3	2	2	1	1	4	2	1	2	1	1	1	2	2	1	3	3	3	3	2	2	1	4	3	1	4	12	3	0.25628812170182
125	3	1	2	1	2	4	2	2	2	2	2	9	9	9	9	9	2	2	2	1	3	2	2	1	2	3	4	1	2	1	1	2	1	2	1	2	2	2	2	1	1	2	3	3	3	2	3	2	9	2	2	1	8	4	3.47438603896311
126	2	1	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	4	3	2	1	2	4	4	2	4	1	2	4	1	2	2	2	2	2	2	2	2	3	3	3	3	3	2	2	2	3	1	4	9	1	1.11838603839996
127	2	1	1	2	8	3	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	1	2	5	5	2	2	3	1	4	2	1	1	1	1	1	1	1	1	1	4	4	4	1	2	2	6	1	2	3	88	3	0.0317314174374975
128	2	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	1	1	1	2	3	2	2	3	1	3	3	3	3	4	4	2	3	4	2	2	3	3	3	1	3	4	7	1	2	4	12	1	0.463967646095182
129	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	3	3	2	3	3	4	1	2	2	2	4	2	4	2	2	4	2	2	2	2	2	2	2	2	2	2	3	3	3	4	4	2	9	1	2	4	11	2	0.718082367228317
130	2	1	2	1	6	3	2	2	1	2	2	9	9	9	9	9	3	3	1	1	2	3	1	2	1	2	4	2	3	2	1	2	2	2	2	1	2	1	2	1	1	1	1	3	3	2	4	2	11	3	2	1	8	3	1.25592758013935
131	3	1	1	1	3	3	1	2	2	2	2	2	2	2	2	2	3	3	2	1	3	3	1	1	2	2	3	2	4	2	2	4	2	3	2	2	2	3	2	3	3	4	3	3	3	3	3	3	3	1	1	2	11	2	0.803624490814294
132	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	3	1	1	1	1	4	2	1	1	1	4	1	1	1	1	1	1	1	3	2	2	3	3	3	1	1	2	7	2	1	4	12	1	0.676689167550154
133	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	3	3	3	3	2	1	1	3	2	3	2	3	2	2	3	3	2	2	2	1	3	3	3	3	3	3	3	3	3	2	6	0	1	1	11	4	0.945321018188686
134	2	1	2	1	2	2	2	2	1	2	2	9	9	9	9	9	2	3	2	3	3	3	1	1	1	3	4	2	2	2	2	3	2	2	2	2	1	1	3	2	2	3	3	3	3	3	3	2	6	3	1	2	9	1	1.0418865127841
135	2	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	3	2	3	2	2	2	1	1	3	1	4	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	3	2	2	1	7	4	0.458222759621429
136	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	3	3	2	2	2	3	2	1	3	5	3	2	5	2	2	5	5	2	2	2	2	2	2	3	2	3	3	3	3	5	5	2	9	2	2	4	10	2	0.313463325321185
137	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	3	4	1	3	4	4	1	2	2	1	3	1	3	1	1	4	2	1	1	2	3	1	2	1	1	3	3	3	3	3	3	2	6	3	1	2	5	1	1.04192965748217
138	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	3	1	3	2	3	1	1	1	3	4	2	5	2	2	4	2	1	2	2	2	2	1	2	1	2	3	3	3	4	4	2	3	1	2	3	7	3	0.293800641779673
139	2	1	1	2	2	2	2	2	2	1	1	9	9	9	9	9	3	3	2	3	4	4	1	1	3	2	3	1	1	1	2	3	2	2	1	1	1	1	2	2	1	2	3	3	3	2	3	2	9	1	1	3	10	4	0.289882318309966
140	2	1	2	1	1	1	2	2	1	1	2	9	9	9	9	9	2	2	3	2	3	3	1	1	1	3	4	2	2	1	1	3	2	2	2	2	2	2	3	3	3	3	3	3	3	2	4	2	3	5	2	4	11	3	0.17705692988065
141	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	1	3	3	1	3	2	2	4	2	3	2	2	3	2	2	2	2	2	1	2	1	1	2	3	3	3	3	3	2	4	1	2	1	6	2	0.569725636773027
142	2	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	3	3	2	3	4	4	2	4	3	4	4	2	3	2	2	2	5	2	2	2	2	2	2	1	1	2	3	3	3	4	4	3	3	2	1	1	12	2	2.4417667087079
143	2	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	3	3	2	1	4	4	2	2	4	2	3	2	5	2	1	2	2	2	3	2	1	1	3	4	3	3	3	3	3	4	4	2	6	1	1	1	88	1	1.00909439283574
144	2	1	1	1	2	4	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	3	2	3	3	2	3	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	3	4	3	2	4	1	6	3	1	1	12	4	0.254196610665859
145	2	1	2	2	1	1	2	2	2	2	2	9	9	9	9	9	1	1	3	1	1	2	1	1	2	1	4	2	4	1	1	4	2	2	1	2	1	2	1	1	1	1	3	4	3	1	2	2	2	5	2	4	9	5	0.236915558614754
146	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	3	4	2	3	3	3	1	1	2	2	3	2	3	2	2	3	2	2	2	1	2	2	2	3	3	3	3	3	3	2	3	3	5	0	1	4	77	2	0.416909940310097
147	2	2	2	1	3	3	1	2	2	2	2	2	1	2	2	2	4	4	2	2	3	4	1	1	1	3	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	1	4	0	1	1	77	3	1.15175709830249
148	2	1	1	2	1	3	2	2	2	1	2	2	2	2	2	1	2	3	2	3	4	3	1	1	1	1	4	2	4	2	1	3	3	3	2	3	1	1	2	2	1	3	3	2	1	3	3	2	6	2	2	2	9	3	1.400134209374
149	2	1	1	1	1	4	1	2	2	2	2	2	2	2	2	2	2	2	2	1	4	4	2	1	1	3	2	3	2	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	2	2	2	9	3	1	2	9	3	0.447491965983144
150	3	1	2	1	1	4	2	2	2	2	2	9	9	9	9	9	4	3	2	1	4	4	2	2	2	5	3	2	3	2	1	2	3	3	2	2	2	2	1	3	3	4	3	3	3	2	2	3	2	3	1	4	11	5	0.176169093193134
151	3	1	2	1	6	2	2	2	2	2	2	9	9	9	9	9	1	1	2	1	2	2	1	1	2	2	4	2	3	1	1	3	2	2	2	2	2	2	2	3	2	3	3	3	3	1	2	1	5	2	1	1	9	5	1.52793311816958
152	2	1	2	2	2	3	2	2	2	2	2	9	9	9	9	9	2	2	2	1	4	3	1	1	3	2	4	1	3	1	1	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	11	0	1	2	4	4	0.236277644335373
153	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	3	4	4	4	4	2	1	1	3	3	3	3	2	2	2	3	2	3	3	2	3	3	2	2	2	2	3	3	9	9	9	4	1	1	1	6	3	1.69434298875905
154	2	1	2	2	1	3	1	2	2	2	2	2	1	2	2	2	1	1	4	4	3	3	1	1	1	4	4	1	4	1	1	4	4	1	1	1	1	1	1	1	1	1	3	3	3	1	3	1	1	0	2	1	6	4	1.71455725313531
155	2	1	2	1	1	3	1	2	2	1	2	2	2	2	2	2	1	1	1	1	4	3	1	2	3	5	4	1	2	1	1	4	2	2	1	1	2	2	1	1	1	2	3	3	3	1	2	2	5	3	1	1	10	5	1.72235863387518
156	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	3	1	1	2	2	4	1	3	1	1	4	2	1	1	1	1	1	1	1	1	1	3	3	3	1	2	2	5	3	2	3	12	4	0.564269413014004
157	2	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	1	1	3	2	2	2	1	1	1	2	4	1	3	1	1	4	1	1	2	2	1	1	2	1	1	2	3	3	3	2	2	2	3	2	2	4	12	4	0.48134606940629
158	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	4	2	3	3	3	1	1	2	1	3	1	3	1	1	3	1	2	1	1	1	1	2	2	1	3	3	3	3	1	4	2	6	0	1	3	9	3	0.296042292480122
159	2	1	2	2	1	2	1	2	2	1	2	2	1	2	2	2	1	1	1	3	2	4	1	5	1	2	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	2	0	2	3	4	2	0.502695595297813
160	3	1	2	1	1	2	2	2	1	2	2	9	9	9	9	9	1	1	3	1	1	3	2	1	1	2	4	2	3	2	3	3	2	1	1	1	1	1	1	1	1	1	3	3	3	2	2	1	5	5	2	4	13	5	0.0284464283295323
161	2	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	1	2	2	3	4	3	1	1	1	2	3	2	3	2	1	3	2	1	1	1	1	1	1	1	1	1	3	3	3	2	3	1	3	1	2	1	7	4	0.460967585229643
162	3	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	2	3	2	2	4	4	2	1	1	2	4	2	3	2	1	3	2	2	3	3	2	2	3	2	2	3	3	3	3	2	2	5	11	1	1	2	11	1	1.73033598889897
163	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	3	1	1	1	1	4	1	2	1	1	4	1	2	2	1	1	1	1	3	3	1	3	1	2	1	3	1	5	0	1	1	9	3	0.333296354983089
164	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	1	5	3	2	5	2	2	3	5	2	2	2	2	2	1	2	1	3	3	3	3	2	5	5	5	1	2	4	12	3	0.0306982850903237
165	2	1	2	2	2	1	2	2	1	2	2	9	9	9	9	9	2	3	1	3	3	2	1	1	1	3	3	1	2	1	2	3	1	2	2	2	1	2	2	2	1	2	3	3	3	2	2	2	6	5	2	2	7	1	0.0678150959293745
166	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	4	2	3	4	3	2	1	1	3	4	2	3	2	2	3	5	3	3	2	2	2	3	3	5	3	3	3	3	4	4	5	6	0	2	4	11	1	0.236363194944056
167	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	3	4	4	4	1	1	1	2	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	3	0	1	4	7	3	0.384697992606524
168	2	1	2	2	1	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	5	3	2	2	2	2	3	2	3	2	2	2	1	1	4	3	3	3	3	3	4	4	2	10	3	2	2	7	3	0.0470177114552519
169	2	1	2	1	2	1	2	2	1	2	2	9	9	9	9	9	2	2	2	9	9	2	1	1	1	2	3	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3	9	2	1	1	3	3	2	1	7	5	1.40998329696319
170	3	1	2	1	1	2	1	2	2	1	2	2	1	2	2	2	3	3	2	3	3	3	1	1	4	4	4	2	3	2	1	2	2	2	2	2	3	1	1	2	1	1	3	3	2	3	2	1	6	1	2	1	7	4	0.126209324250776
171	3	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	2	4	4	3	1	1	2	2	3	2	2	2	2	3	2	1	2	1	2	2	2	2	2	2	3	3	3	2	5	2	7	1	1	2	11	4	3.99203361136328
172	2	1	2	2	6	2	2	2	2	2	2	9	9	9	9	9	4	5	3	3	3	3	1	1	1	5	4	2	5	1	2	5	2	2	2	1	1	2	1	1	1	2	3	3	3	2	5	2	9	2	1	1	8	5	0.914171986298094
173	2	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	1	1	1	4	4	1	2	1	1	4	1	2	1	1	1	1	2	1	1	2	3	3	3	2	2	1	6	0	2	2	11	3	2.36384788445431
174	3	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	2	2	1	1	3	3	1	1	2	2	3	2	3	2	1	4	1	1	2	2	2	1	2	3	3	3	3	3	3	2	5	2	3	3	1	4	13	5	0.382591813829708
175	2	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	2	2	1	1	4	3	1	2	2	5	3	2	2	2	1	1	2	4	2	1	2	1	1	2	2	5	4	4	4	4	4	2	9	2	1	1	9	5	1.29640544871793
176	2	1	2	1	2	2	1	2	2	1	2	2	2	1	2	2	3	3	3	1	3	2	1	4	4	2	3	2	2	2	2	3	2	2	2	2	2	2	2	1	1	5	3	2	2	3	3	1	9	3	1	1	13	5	1.93414796859731
177	2	1	2	2	6	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	3	3	1	1	2	5	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	2	3	1	6	0	1	1	3	2	0.828648958033164
178	3	1	1	1	1	3	1	2	2	2	2	1	1	2	2	2	3	3	2	1	3	3	1	1	2	4	2	2	3	1	1	3	2	2	3	2	2	2	2	1	1	2	3	3	3	2	3	1	3	0	2	4	12	3	0.433714970265851
179	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	2	3	1	3	3	1	1	3	1	4	1	3	1	2	4	2	2	1	1	2	3	1	2	2	3	3	3	3	2	2	2	6	0	1	4	13	1	0.961911114484381
180	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	3	3	1	1	1	2	3	3	2	2	1	4	2	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	6	3	2	3	10	3	0.392846963868777
181	2	1	1	1	1	3	2	2	2	1	2	2	2	2	2	2	2	2	2	1	3	4	2	1	1	1	3	1	2	2	1	3	2	2	1	2	2	2	2	2	2	2	3	3	3	2	3	2	7	3	2	3	12	2	1.07166530800185
182	2	1	2	1	2	2	1	2	1	1	2	9	9	9	9	9	2	1	3	4	2	4	1	1	2	5	4	2	3	1	1	3	1	1	1	1	1	1	1	1	1	2	3	3	3	2	2	2	3	3	2	3	10	4	0.466446917295715
183	2	1	2	1	1	2	1	2	2	1	2	1	1	2	2	1	4	4	3	4	4	3	2	1	1	3	1	3	2	1	4	3	2	4	3	3	2	1	4	3	3	4	3	3	3	3	1	1	4	3	1	4	11	3	0.237246310245556
184	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	1	1	1	3	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	2	6	2	2	3	8	1	0.548123183740369
185	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	3	3	3	1	1	2	3	4	2	3	2	1	2	4	2	1	2	2	1	3	3	2	2	2	3	3	2	3	1	9	1	1	1	9	4	1.27005435948036
186	3	1	1	1	3	3	2	1	1	2	2	9	9	9	9	9	3	2	2	1	3	4	2	1	2	2	3	2	3	1	1	4	2	1	2	2	1	1	1	1	1	3	3	3	3	1	2	2	3	5	1	2	13	3	1.3649794596055
187	3	1	1	1	1	4	2	2	2	2	2	9	9	9	9	9	3	2	2	2	2	3	1	1	1	1	3	1	3	1	1	4	1	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	7	1	1	3	12	4	0.776001592043925
188	2	1	2	2	1	3	1	2	2	2	2	2	2	2	2	2	2	3	2	2	4	3	2	3	2	2	3	2	3	2	2	3	2	2	2	2	2	2	2	3	3	3	4	3	3	3	3	2	6	2	2	4	9	1	0.115092302494965
189	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	3	3	2	1	2	3	1	2	4	2	3	1	3	2	2	3	2	2	2	2	2	2	3	3	3	3	3	3	3	2	3	2	10	2	1	3	11	3	0.727963751987514
190	3	1	2	1	6	4	1	2	2	2	2	2	1	2	2	2	3	3	2	1	3	3	1	3	4	2	3	2	2	2	2	3	2	2	2	2	1	1	2	2	1	1	2	3	3	2	3	2	8	2	1	2	13	3	0.0296079164580735
191	3	1	1	1	1	4	2	2	2	2	2	9	9	9	9	9	3	2	2	1	4	1	2	1	2	2	3	2	5	2	1	4	2	2	2	2	2	2	1	2	1	3	3	3	3	2	4	9	7	3	1	3	12	4	0.378888378681279
192	2	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	1	1	1	1	4	1	3	1	1	4	1	2	2	1	1	1	1	2	1	1	3	3	3	4	4	1	11	3	1	3	6	4	0.804728198117654
193	2	1	2	1	1	3	1	2	1	2	2	9	9	9	9	9	1	1	2	1	2	3	1	1	1	5	4	1	5	1	1	5	1	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	3	2	2	2	12	3	0.100648088299257
194	3	1	1	1	6	1	2	1	1	2	2	9	9	9	9	9	2	2	2	1	2	2	1	1	1	3	2	3	3	3	2	2	3	2	2	2	2	2	1	2	1	1	3	2	3	2	3	2	4	3	1	1	9	4	3.78307761009586
195	2	1	1	1	3	3	2	2	2	2	2	2	1	2	2	2	4	4	3	4	4	4	1	1	2	3	3	2	2	2	1	2	3	4	3	2	1	1	2	2	1	4	3	3	3	3	3	1	6	0	1	1	4	4	0.880872504936184
196	2	1	2	1	1	2	1	2	1	1	2	9	9	9	9	9	1	2	2	3	3	3	1	2	2	2	3	2	3	2	2	4	2	2	2	1	2	2	1	1	1	3	3	3	3	1	1	2	5	5	1	3	11	1	3.60796390253657
197	3	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	1	2	2	3	2	2	1	1	1	1	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	4	4	1	3	0	1	1	9	4	0.782490262653798
198	2	1	2	1	1	3	1	2	2	2	2	2	2	2	2	1	3	3	2	2	3	3	3	3	3	2	3	2	3	2	2	3	2	2	3	2	2	2	3	3	3	3	3	2	2	2	3	2	6	3	1	4	11	1	0.520209395939835
199	3	1	2	2	6	1	2	2	2	2	2	1	2	2	2	2	1	1	2	3	5	4	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	4	2	2	1	3	4	0.927827440185211
200	2	1	2	1	4	2	1	2	2	2	2	1	1	2	2	2	1	1	3	3	3	2	1	1	1	2	4	2	3	1	1	4	2	2	2	3	3	3	2	2	1	3	3	3	3	1	2	2	7	5	2	4	13	3	0.0290163760419286
201	2	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	2	2	3	2	2	3	2	3	3	3	4	2	2	2	2	3	2	2	1	1	2	2	2	3	3	3	3	3	3	2	3	2	1	5	2	1	11	4	1.08046686121736
202	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	3	2	2	4	4	1	1	1	5	3	2	3	2	2	3	5	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	4	1	2	2	7	2	0.100892017853639
203	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	4	4	2	1	3	3	1	4	2	5	3	5	5	2	1	5	2	2	1	2	3	2	2	1	1	1	4	3	3	4	4	5	6	0	2	3	9	2	1.51353149238409
204	2	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	1	2	2	1	2	1	2	3	5	5	3	2	2	1	2	3	2	1	1	2	1	2	1	1	1	2	3	3	3	2	2	2	3	3	1	1	13	5	5.04905336228583
205	2	1	2	1	1	3	1	2	2	2	2	2	2	2	2	2	3	3	2	2	4	2	2	2	2	3	3	2	2	2	1	3	2	2	2	3	2	2	2	3	3	3	3	3	3	2	2	3	5	3	2	3	10	2	1.19602211466452
206	3	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	1	1	3	1	3	3	1	1	1	2	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	2	1	4	1	1	1	11	4	0.971517743887604
207	2	1	2	2	1	3	1	2	2	2	2	2	1	2	2	2	3	3	2	2	3	2	1	1	1	2	4	1	3	1	1	4	2	2	1	2	1	1	2	2	1	3	3	2	2	2	3	2	1	0	1	1	7	3	0.33202489745424
208	3	1	2	2	6	1	2	2	1	2	2	9	9	9	9	9	3	3	1	2	4	2	2	1	1	2	2	4	5	1	3	5	1	5	1	5	5	2	5	5	5	1	1	4	1	2	3	1	6	2	2	1	4	3	0.0528234194252168
209	3	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	4	4	2	1	4	3	2	3	3	3	2	3	2	3	1	3	3	2	1	1	1	3	2	4	2	3	3	3	2	4	4	2	8	3	1	4	13	5	0.901632455466159
210	3	1	1	1	3	4	2	2	2	1	2	2	2	2	2	2	1	1	1	2	4	1	1	5	5	3	2	2	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	1	2	1	4	13	3	0.0351789792499514
211	2	1	1	2	1	2	1	2	2	2	2	9	9	9	9	9	1	1	2	3	2	3	1	1	1	1	4	1	3	1	1	4	1	1	2	1	1	1	1	1	1	2	3	3	3	1	1	1	6	1	2	1	3	3	0.403440623200077
212	2	1	2	1	3	2	1	2	2	2	2	2	1	2	2	2	2	2	3	2	3	3	1	1	2	1	3	2	2	2	2	3	2	2	1	2	1	2	1	2	2	3	3	3	3	3	3	2	3	0	1	4	10	2	0.278682844993148
213	2	1	1	1	3	4	1	2	2	2	2	1	2	2	2	2	2	2	3	2	3	2	2	1	3	2	3	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	6	1	1	4	12	3	0.475295323048038
214	2	1	2	2	1	2	2	2	1	2	2	9	9	9	9	9	1	1	2	2	3	3	1	1	3	2	3	1	3	2	2	4	1	1	1	2	1	1	1	2	1	3	3	3	3	2	2	2	4	3	2	3	7	2	0.521572692241899
215	2	1	1	2	1	4	1	2	2	2	2	2	1	2	2	2	2	3	1	1	2	3	1	2	1	2	4	1	5	1	1	4	2	1	2	2	1	1	2	2	2	1	3	3	3	2	4	1	8	2	2	4	9	1	0.680267060359934
216	2	1	2	1	6	2	2	2	2	2	2	9	9	9	9	9	2	4	1	4	4	3	1	2	1	1	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	7	5	2	2	7	5	1.7345611416504
217	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	4	1	1	2	2	1	2	2	2	3	2	3	2	2	3	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	2	9	0	1	1	10	1	0.586780142085778
218	2	1	2	1	4	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	3	2	1	1	1	2	4	2	2	2	1	3	2	2	1	1	1	1	1	1	1	2	3	3	3	2	3	2	8	5	2	4	13	3	0.293474749434837
219	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	1	1	2	2	3	3	1	1	1	3	4	2	4	1	1	4	1	1	1	1	1	1	1	2	2	1	3	3	3	1	1	2	6	5	2	4	13	3	1.20258174485592
220	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	1	1	3	2	3	2	5	2	2	3	5	2	1	2	2	2	1	2	2	3	3	3	3	5	4	2	9	0	2	1	12	4	0.229970045930244
221	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	2	3	2	1	2	3	1	2	1	3	3	2	2	3	2	2	3	3	3	3	3	2	2	4	4	5	2	3	3	1	2	5	11	2	1	3	11	5	0.914891358162314
222	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	5	4	2	5	2	2	4	2	2	1	1	1	1	1	1	1	1	3	3	3	2	3	2	4	3	1	1	5	4	1.0551286024224
223	3	1	1	1	3	4	1	2	2	2	2	2	1	2	2	2	2	3	2	3	4	3	1	1	1	2	4	2	2	2	1	2	3	2	1	2	1	2	1	2	2	2	3	3	3	2	3	1	6	1	2	4	10	3	0.208654400360164
224	2	1	1	1	3	3	2	2	2	2	2	2	1	2	2	2	1	1	3	1	1	1	1	1	1	4	4	1	2	2	1	4	2	1	1	1	1	1	1	1	1	1	3	3	3	1	2	1	5	0	1	3	9	2	0.900545188976364
225	3	1	1	1	2	4	1	2	2	2	2	1	2	2	2	2	1	3	2	1	3	4	1	2	2	3	4	2	2	2	2	3	2	2	2	2	2	2	3	4	3	3	3	3	2	2	3	2	8	1	1	4	13	3	0.101637429452755
226	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	3	3	2	2	3	3	2	2	2	5	3	2	5	2	1	4	5	2	2	2	2	2	2	5	2	3	3	3	3	2	3	5	5	3	2	4	11	2	0.0349843726925463
227	3	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	2	2	2	3	2	3	1	1	2	5	3	2	2	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	3	3	2	2	2	1	3	10	5	3.0664059404252
228	2	1	2	1	6	2	1	2	2	2	2	1	2	2	2	2	1	2	2	3	3	3	1	2	2	2	4	1	2	1	1	4	2	1	1	1	1	1	1	2	1	2	3	3	3	2	3	2	6	3	2	2	11	3	0.527151410893395
